Galaxy1_Wavelength,Galaxy1_Flux,Galaxy1_Interpolated_Wavelength,Galaxy1_Interpolated_Flux,Galaxy2_Wavelength,Galaxy2_Flux,Galaxy2_Interpolated_Wavelength,Galaxy2_Interpolated_Flux,Galaxy3_Wavelength,Galaxy3_Flux,Galaxy3_Interpolated_Wavelength,Galaxy3_Interpolated_Flux,Galaxy4_Wavelength,Galaxy4_Flux,Galaxy4_Interpolated_Wavelength,Galaxy4_Interpolated_Flux,Galaxy5_Wavelength,Galaxy5_Flux,Galaxy5_Interpolated_Wavelength,Galaxy5_Interpolated_Flux,Galaxy6_Wavelength,Galaxy6_Flux,Galaxy6_Interpolated_Wavelength,Galaxy6_Interpolated_Flux,Galaxy7_Wavelength,Galaxy7_Flux,Galaxy7_Interpolated_Wavelength,Galaxy7_Interpolated_Flux,Galaxy8_Wavelength,Galaxy8_Flux,Galaxy8_Interpolated_Wavelength,Galaxy8_Interpolated_Flux,Galaxy9_Wavelength,Galaxy9_Flux,Galaxy9_Interpolated_Wavelength,Galaxy9_Interpolated_Flux,Galaxy10_Wavelength,Galaxy10_Flux,Galaxy10_Interpolated_Wavelength,Galaxy10_Interpolated_Flux
1.3747483,3.1267068,nan,nan,1.3747483,-0.49333823,nan,nan,1.3747483,-1.6867669,nan,nan,1.3747483,3.952269,nan,nan,1.3747483,1.2948499,nan,nan,1.3747483,2.9235625,nan,nan,1.3747483,-0.51245844,nan,nan,1.3747483,2.9982836,nan,nan,1.3747483,-0.16079387,nan,nan,1.3747483,3.1234226,nan,nan
1.3692158,3.1397526,nan,nan,1.3692158,-0.5175394,nan,nan,1.3692158,-1.6989859,nan,nan,1.3692158,3.9649286,nan,nan,1.3692158,1.2983785,nan,nan,1.3692158,2.9119048,nan,nan,1.3692158,-0.5226138,nan,nan,1.3692158,2.9497538,nan,nan,1.3692158,-0.16020164,nan,nan,1.3692158,3.1110349,nan,nan
1.365488,3.1479893,nan,nan,1.365488,-0.5335343,nan,nan,1.365488,-1.7070966,nan,nan,1.365488,3.9729185,nan,nan,1.365488,1.3007561,nan,nan,1.365488,2.9041038,nan,nan,1.365488,-0.5293552,nan,nan,1.365488,2.9170485,nan,nan,1.365488,-0.15984376,nan,nan,1.365488,3.1035693,nan,nan
1.3636119,3.151975,nan,nan,1.3636119,-0.5415354,nan,nan,1.3636119,-1.711156,nan,nan,1.3636119,3.9767852,nan,nan,1.3636119,1.3019526,nan,nan,1.3636119,2.900057,nan,nan,1.3636119,-0.5328762,nan,nan,1.3636119,2.9003644,nan,nan,1.3636119,-0.15971056,nan,nan,1.3636119,3.0989075,nan,nan
1.3617278,3.155874,nan,nan,1.3617278,-0.5499059,nan,nan,1.3617278,-1.7152289,nan,nan,1.3617278,3.9805684,nan,nan,1.3617278,1.3031542,nan,nan,1.3617278,2.8954854,nan,nan,1.3617278,-0.53685194,nan,nan,1.3617278,2.8836231,nan,nan,1.3617278,-0.15966472,nan,nan,1.3617278,3.0929496,nan,nan
1.3579348,3.163422,nan,nan,1.3579348,-0.5666259,nan,nan,1.3579348,-1.7231339,nan,nan,1.3579348,3.9878936,nan,nan,1.3579348,1.3055732,nan,nan,1.3579348,2.8861048,nan,nan,1.3579348,-0.545023,nan,nan,1.3579348,2.8492525,nan,nan,1.3579348,-0.15958464,nan,nan,1.3579348,3.0788977,nan,nan
1.3521825,3.1741467,nan,nan,1.3521825,-0.5925427,nan,nan,1.3521825,-1.7348827,nan,nan,1.3521825,3.998302,nan,nan,1.3521825,1.3092419,nan,nan,1.3521825,2.8720038,nan,nan,1.3521825,-0.55725056,nan,nan,1.3521825,2.7940655,nan,nan,1.3521825,-0.15965365,nan,nan,1.3521825,3.0586255,nan,nan
1.3364598,3.199563,nan,nan,1.3364598,-0.6614263,nan,nan,1.3364598,-1.7706153,nan,nan,1.3364598,4.022947,nan,nan,1.3364598,1.3112879,nan,nan,1.3364598,2.8344924,nan,nan,1.3364598,-0.5895609,nan,nan,1.3364598,2.637591,nan,nan,1.3364598,-0.16066146,nan,nan,1.3364598,3.0148787,nan,nan
1.3304138,3.2080092,nan,nan,1.3304138,-0.6857759,nan,nan,1.3304138,-1.7831445,nan,nan,1.3304138,4.0311213,nan,nan,1.3304138,1.3115802,nan,nan,1.3304138,2.8213077,nan,nan,1.3304138,-0.6007303,nan,nan,1.3304138,2.5774806,nan,nan,1.3304138,-0.16087207,nan,nan,1.3304138,3.0040998,nan,nan
1.3263359,3.2133331,nan,nan,1.3263359,-0.7020649,nan,nan,1.3263359,-1.79159,nan,nan,1.3263359,4.036271,nan,nan,1.3263359,1.3117776,nan,nan,1.3263359,2.813059,nan,nan,1.3263359,-0.60765016,nan,nan,1.3263359,2.534583,nan,nan,1.3263359,-0.16106865,nan,nan,1.3263359,2.9997208,nan,nan
1.3242824,3.2159054,nan,nan,1.3242824,-0.7103969,nan,nan,1.3242824,-1.7957742,nan,nan,1.3242824,4.038759,nan,nan,1.3242824,1.3118769,nan,nan,1.3242824,2.808517,nan,nan,1.3242824,-0.61150295,nan,nan,1.3242824,2.512636,nan,nan,1.3242824,-0.16122974,nan,nan,1.3242824,2.9957078,nan,nan
1.3222193,3.2184186,nan,nan,1.3222193,-0.7190119,nan,nan,1.3222193,-1.7999704,nan,nan,1.3222193,4.0411906,nan,nan,1.3222193,1.3119766,nan,nan,1.3222193,2.803417,nan,nan,1.3222193,-0.6158338,nan,nan,1.3222193,2.4905171,nan,nan,1.3222193,-0.16128066,nan,nan,1.3222193,2.9888775,nan,nan
1.3180633,3.2267284,nan,nan,1.3180633,-0.73619324,nan,nan,1.3180633,-1.8084996,nan,nan,1.3180633,4.049191,nan,nan,1.3180633,1.3121772,nan,nan,1.3180633,2.791924,nan,nan,1.3180633,-0.62526137,nan,nan,1.3180633,2.44622,nan,nan,1.3180633,-0.15969978,nan,nan,1.3180633,2.9710815,nan,nan
1.3117539,3.243601,nan,nan,1.3117539,-0.76040643,nan,nan,1.3117539,-1.8200855,nan,nan,1.3117539,4.065408,nan,nan,1.3117539,1.312482,nan,nan,1.3117539,2.774614,nan,nan,1.3117539,-0.63880306,nan,nan,1.3117539,2.380072,nan,nan,1.3117539,-0.15395953,nan,nan,1.3117539,2.947495,nan,nan
1.2944663,3.2827044,nan,nan,1.2944663,-0.8241534,nan,nan,1.2944663,-1.855484,nan,nan,1.2944663,4.1030374,nan,nan,1.2944663,1.3093753,nan,nan,1.2944663,2.7301571,nan,nan,1.2944663,-0.67288727,nan,nan,1.2944663,2.1795485,nan,nan,1.2944663,-0.14107278,nan,nan,1.2944663,2.8990734,nan,nan
1.2741579,3.3181856,nan,nan,1.2741579,-0.88156945,nan,nan,1.2741579,-1.8934854,nan,nan,1.2741579,4.1372004,nan,nan,1.2741579,1.2958885,nan,nan,1.2741579,2.6771505,nan,nan,1.2741579,-0.71266997,nan,nan,1.2741579,1.9813815,nan,nan,1.2741579,-0.12771988,nan,nan,1.2741579,2.8518264,nan,nan
1.2671717,3.3283262,nan,nan,1.2671717,-0.89014184,nan,nan,1.2671717,-1.9032736,nan,nan,1.2671717,4.146952,nan,nan,1.2671717,1.2912494,nan,nan,1.2671717,2.6765642,nan,nan,1.2671717,-0.71253717,nan,nan,1.2671717,1.9341291,nan,nan,1.2671717,-0.122769125,nan,nan,1.2671717,2.8441267,nan,nan
1.262451,3.3346586,nan,nan,1.262451,-0.8964637,nan,nan,1.262451,-1.9080968,nan,nan,1.262451,4.153042,nan,nan,1.262451,1.2881148,nan,nan,1.262451,2.6672297,nan,nan,1.262451,-0.7191224,nan,nan,1.262451,1.9107744,nan,nan,1.262451,-0.117440075,nan,nan,1.262451,2.843313,nan,nan
1.2600714,3.3376946,nan,nan,1.2600714,-0.90435374,nan,nan,1.2600714,-1.9113688,nan,nan,1.2600714,4.155968,nan,nan,1.2600714,1.2865345,nan,nan,1.2600714,2.6451545,nan,nan,1.2600714,-0.73545134,nan,nan,1.2600714,1.9015404,nan,nan,1.2600714,-0.118431166,nan,nan,1.2600714,2.8387196,nan,nan
1.2576786,3.3406568,nan,nan,1.2576786,-0.90786165,nan,nan,1.2576786,-1.9139171,nan,nan,1.2576786,4.1588173,nan,nan,1.2576786,1.2849454,nan,nan,1.2576786,2.6387265,nan,nan,1.2576786,-0.7400912,nan,nan,1.2576786,1.8934569,nan,nan,1.2576786,-0.11694944,nan,nan,1.2576786,2.83131,nan,nan
1.252853,3.3463464,nan,nan,1.252853,-0.9148571,nan,nan,1.252853,-1.9187601,nan,nan,1.252853,4.1642895,nan,nan,1.252853,1.2817405,nan,nan,1.252853,2.6246617,nan,nan,1.252853,-0.75025094,nan,nan,1.252853,1.8803304,nan,nan,1.252853,-0.11421817,nan,nan,1.252853,2.8120742,nan,nan
1.2455127,3.35432,nan,nan,1.2455127,-0.92232764,nan,nan,1.2455127,-1.9264143,nan,nan,1.2455127,4.1719522,nan,nan,1.2455127,1.274751,nan,nan,1.2455127,2.606593,nan,nan,1.2455127,-0.7630687,nan,nan,1.2455127,1.8707428,nan,nan,1.2455127,-0.10990316,nan,nan,1.2455127,2.791643,nan,nan
1.230449,3.3768532,nan,nan,1.230449,-0.92739743,nan,nan,1.230449,-1.9391824,nan,nan,1.230449,4.194537,nan,nan,1.230449,1.2576475,nan,nan,1.230449,2.5690615,nan,nan,1.230449,-0.7872002,nan,nan,1.230449,1.8957928,nan,nan,1.230449,-0.09517923,nan,nan,1.230449,2.7621706,nan,nan
1.2227165,3.3888128,nan,nan,1.2227165,-0.92695004,nan,nan,1.2227165,-1.9459351,nan,nan,1.2227165,4.206664,nan,nan,1.2227165,1.2488681,nan,nan,1.2227165,2.5511115,nan,nan,1.2227165,-0.7979623,nan,nan,1.2227165,1.920106,nan,nan,1.2227165,-0.08694265,nan,nan,1.2227165,2.749897,nan,nan
1.217484,3.3962307,nan,nan,1.217484,-0.92547834,nan,nan,1.217484,-1.9493059,nan,nan,1.217484,4.214184,nan,nan,1.217484,1.2429272,nan,nan,1.217484,2.5396283,nan,nan,1.217484,-0.80470824,nan,nan,1.217484,1.9418845,nan,nan,1.217484,-0.08170575,nan,nan,1.217484,2.7428784,nan,nan
1.2148439,3.399781,nan,nan,1.2148439,-0.9242951,nan,nan,1.2148439,-1.9506416,nan,nan,1.2148439,4.217782,nan,nan,1.2148439,1.2399297,nan,nan,1.2148439,2.5334604,nan,nan,1.2148439,-0.8083384,nan,nan,1.2148439,1.954831,nan,nan,1.2148439,-0.079108045,nan,nan,1.2148439,2.7398698,nan,nan
1.2121875,3.403228,nan,nan,1.2121875,-0.9233197,nan,nan,1.2121875,-1.952353,nan,nan,1.2121875,4.221276,nan,nan,1.2121875,1.2369138,nan,nan,1.2121875,2.5274374,nan,nan,1.2121875,-0.81185114,nan,nan,1.2121875,1.9677476,nan,nan,1.2121875,-0.07666638,nan,nan,1.2121875,2.7373645,nan,nan
1.2068259,3.4098227,nan,nan,1.2068259,-0.92060745,nan,nan,1.2068259,-1.9553813,nan,nan,1.2068259,4.2279587,nan,nan,1.2068259,1.2308264,nan,nan,1.2068259,2.5160525,nan,nan,1.2068259,-0.8183634,nan,nan,1.2068259,1.9944825,nan,nan,1.2068259,-0.07187229,nan,nan,1.2068259,2.7355194,nan,nan
1.2013971,3.416033,nan,nan,1.2013971,-0.9164377,nan,nan,1.2013971,-1.9583251,nan,nan,1.2013971,4.2342496,nan,nan,1.2013971,1.2246631,nan,nan,1.2013971,2.5067728,nan,nan,1.2013971,-0.82319736,nan,nan,1.2013971,2.0222301,nan,nan,1.2013971,-0.067453146,nan,nan,1.2013971,2.7479146,nan,nan
1.198657,3.4190013,nan,nan,1.198657,-0.9121934,nan,nan,1.198657,-1.9596976,nan,nan,1.198657,4.237253,nan,nan,1.198657,1.2212213,nan,nan,1.198657,2.5069158,nan,nan,1.198657,-0.8220904,nan,nan,1.198657,2.0365572,nan,nan,1.198657,-0.06512822,nan,nan,1.198657,2.7735417,nan,nan
1.1958996,3.4218793,nan,nan,1.1958996,-0.90752184,nan,nan,1.1958996,-1.9613091,nan,nan,1.1958996,4.2401643,nan,nan,1.1958996,1.2174107,nan,nan,1.1958996,2.5083132,nan,nan,1.1958996,-0.82009923,nan,nan,1.1958996,2.050955,nan,nan,1.1958996,-0.06282259,nan,nan,1.1958996,2.8012238,nan,nan
1.1931247,3.4246566,nan,nan,1.1931247,-0.9091734,nan,nan,1.1931247,-1.9637214,nan,nan,1.1931247,4.2429843,nan,nan,1.1931247,1.2135739,nan,nan,1.1931247,2.4964786,nan,nan,1.1931247,-0.82803196,nan,nan,1.1931247,2.063854,nan,nan,1.1931247,-0.06110877,nan,nan,1.1931247,2.7722144,nan,nan
1.1875207,3.4299538,nan,nan,1.1875207,-0.9100323,nan,nan,1.1875207,-1.9684038,nan,nan,1.1875207,4.2483597,nan,nan,1.1875207,1.2058269,nan,nan,1.1875207,2.4779997,nan,nan,1.1875207,-0.8398407,nan,nan,1.1875207,2.088677,nan,nan,1.1875207,-0.057666764,nan,nan,1.1875207,2.7379212,nan,nan
1.1818436,3.4349203,nan,nan,1.1818436,-0.90404,nan,nan,1.1818436,-1.9713287,nan,nan,1.1818436,4.253391,nan,nan,1.1818436,1.1979803,nan,nan,1.1818436,2.472439,nan,nan,1.1818436,-0.8421972,nan,nan,1.1818436,2.1127667,nan,nan,1.1818436,-0.054033894,nan,nan,1.1818436,2.758771,nan,nan
1.178977,3.4372797,nan,nan,1.178977,-0.90279174,nan,nan,1.178977,-1.974495,nan,nan,1.178977,4.2557807,nan,nan,1.178977,1.1940181,nan,nan,1.178977,2.469856,nan,nan,1.178977,-0.843205,nan,nan,1.178977,2.1246593,nan,nan,1.178977,-0.052405246,nan,nan,1.178977,2.771113,nan,nan
1.1760913,3.4395523,nan,nan,1.1760913,-0.9024297,nan,nan,1.1760913,-1.9772996,nan,nan,1.1760913,4.258089,nan,nan,1.1760913,1.1900289,nan,nan,1.1760913,2.4605713,nan,nan,1.1760913,-0.8490753,nan,nan,1.1760913,2.1344285,nan,nan,1.1760913,-0.051026236,nan,nan,1.1760913,2.7566395,nan,nan
1.1702617,3.4438608,nan,nan,1.1702617,-0.9052805,nan,nan,1.1702617,-1.9818599,nan,nan,1.1702617,4.2624645,nan,nan,1.1702617,1.1819702,nan,nan,1.1702617,2.4418967,nan,nan,1.1702617,-0.8607457,nan,nan,1.1702617,2.1542308,nan,nan,1.1702617,-0.04845345,nan,nan,1.1702617,2.7284546,nan,nan
1.1643529,3.4478645,nan,nan,1.1643529,-0.9032782,nan,nan,1.1643529,-1.9880409,nan,nan,1.1643529,4.266526,nan,nan,1.1643529,1.1738027,nan,nan,1.1643529,2.4326286,nan,nan,1.1643529,-0.86578083,nan,nan,1.1643529,2.1730742,nan,nan,1.1643529,-0.045837067,nan,nan,1.1643529,2.735626,nan,nan
1.1583625,3.4595065,nan,nan,1.1583625,-0.8978555,nan,nan,1.1583625,-1.9934746,nan,nan,1.1583625,4.277513,nan,nan,1.1583625,1.1655234,nan,nan,1.1583625,2.4301782,nan,nan,1.1583625,-0.8639262,nan,nan,1.1583625,2.1834512,nan,nan,1.1583625,-0.03745904,nan,nan,1.1583625,2.768041,nan,nan
1.155336,3.4687965,nan,nan,1.155336,-0.89544755,nan,nan,1.155336,-1.9966832,nan,nan,1.155336,4.2861667,nan,nan,1.155336,1.1613405,nan,nan,1.155336,2.4277673,nan,nan,1.155336,-0.8628541,nan,nan,1.155336,2.1845345,nan,nan,1.155336,-0.030693598,nan,nan,1.155336,2.7781894,nan,nan
1.1522883,3.4777217,nan,nan,1.1522883,-0.8963249,nan,nan,1.1522883,-2.0009894,nan,nan,1.1522883,4.294493,nan,nan,1.1522883,1.1571275,nan,nan,1.1522883,2.420108,nan,nan,1.1522883,-0.865435,nan,nan,1.1522883,2.179962,nan,nan,1.1522883,-0.02450254,nan,nan,1.1522883,2.7711127,nan,nan
1.1492192,3.4863014,nan,nan,1.1492192,-0.89851904,nan,nan,1.1492192,-2.0055873,nan,nan,1.1492192,4.3025084,nan,nan,1.1492192,1.1533675,nan,nan,1.1492192,2.411013,nan,nan,1.1492192,-0.86899453,nan,nan,1.1492192,2.171434,nan,nan,1.1492192,-0.018592123,nan,nan,1.1492192,2.7569427,nan,nan
1.1430148,3.5024981,nan,nan,1.1430148,-0.9039827,nan,nan,1.1430148,-2.014478,nan,nan,1.1430148,4.317658,nan,nan,1.1430148,1.1486275,nan,nan,1.1430148,2.3977616,nan,nan,1.1430148,-0.87251407,nan,nan,1.1430148,2.137498,nan,nan,1.1430148,-0.0075485455,nan,nan,1.1430148,2.7528756,nan,nan
1.1398791,3.5101461,nan,nan,1.1398791,-0.9053652,nan,nan,1.1398791,-2.0191376,nan,nan,1.1398791,4.3248177,nan,nan,1.1398791,1.1462326,nan,nan,1.1398791,2.3978565,nan,nan,1.1398791,-0.8699062,nan,nan,1.1398791,2.114878,nan,nan,1.1398791,-0.0021723905,nan,nan,1.1398791,2.7725925,nan,nan
1.1367205,3.5175118,nan,nan,1.1367205,-0.9061237,nan,nan,1.1367205,-2.0242505,nan,nan,1.1367205,4.3317165,nan,nan,1.1367205,1.1438209,nan,nan,1.1367205,2.403182,nan,nan,1.1367205,-0.8639381,nan,nan,1.1367205,2.0856729,nan,nan,1.1367205,0.0030556254,nan,nan,1.1367205,2.8080957,nan,nan
1.133539,3.5246031,nan,nan,1.133539,-0.9084753,nan,nan,1.133539,-2.0300786,nan,nan,1.133539,4.3383646,nan,nan,1.133539,1.1413912,nan,nan,1.133539,2.4059103,nan,nan,1.133539,-0.8597769,nan,nan,1.133539,2.050755,nan,nan,1.133539,0.00796707,nan,nan,1.133539,2.8331046,nan,nan
1.1303338,3.5314257,nan,nan,1.1303338,-0.91690904,nan,nan,1.1303338,-2.03726,nan,nan,1.1303338,4.3447714,nan,nan,1.1303338,1.1389419,nan,nan,1.1303338,2.3942196,nan,nan,1.1303338,-0.86516833,nan,nan,1.1303338,2.0097907,nan,nan,1.1303338,0.012281037,nan,nan,1.1303338,2.814396,nan,nan
1.1271048,3.537997,nan,nan,1.1271048,-0.9267289,nan,nan,1.1271048,-2.044684,nan,nan,1.1271048,4.3509464,nan,nan,1.1271048,1.136474,nan,nan,1.1271048,2.3795476,nan,nan,1.1271048,-0.87236434,nan,nan,1.1271048,1.9665631,nan,nan,1.1271048,0.016377315,nan,nan,1.1271048,2.786933,nan,nan
1.1238517,3.5443313,nan,nan,1.1238517,-0.93381894,nan,nan,1.1238517,-2.0518239,nan,nan,1.1238517,4.356898,nan,nan,1.1238517,1.1339885,nan,nan,1.1238517,2.3713124,nan,nan,1.1238517,-0.87536585,nan,nan,1.1238517,1.9229126,nan,nan,1.1238517,0.020477103,nan,nan,1.1238517,2.7794592,nan,nan
1.1205739,3.5504375,nan,nan,1.1205739,-0.93801486,nan,nan,1.1205739,-2.0585933,nan,nan,1.1205739,4.3626337,nan,nan,1.1205739,1.131485,nan,nan,1.1205739,2.3709564,nan,nan,1.1205739,-0.873447,nan,nan,1.1205739,1.8776113,nan,nan,1.1205739,0.024601612,nan,nan,1.1205739,2.795355,nan,nan
1.1172713,3.556325,nan,nan,1.1172713,-0.93828917,nan,nan,1.1172713,-2.0649412,nan,nan,1.1172713,4.3681617,nan,nan,1.1172713,1.1289636,nan,nan,1.1172713,2.379773,nan,nan,1.1172713,-0.86573553,nan,nan,1.1172713,1.8321568,nan,nan,1.1172713,0.028727543,nan,nan,1.1172713,2.8392851,nan,nan
1.1105897,3.5674944,nan,nan,1.1105897,-0.9109675,nan,nan,1.1105897,-2.0736763,nan,nan,1.1105897,4.3786197,nan,nan,1.1105897,1.123871,nan,nan,1.1105897,2.463832,nan,nan,1.1105897,-0.80647457,nan,nan,1.1105897,1.7443198,nan,nan,1.1105897,0.038176462,nan,nan,1.1105897,3.063096,nan,nan
1.1072099,3.5727785,nan,nan,1.1072099,-0.89411604,nan,nan,1.1072099,-2.078137,nan,nan,1.1072099,4.3835626,nan,nan,1.1072099,1.1212964,nan,nan,1.1072099,2.5087783,nan,nan,1.1072099,-0.77328634,nan,nan,1.1072099,1.6985106,nan,nan,1.1072099,0.04276601,nan,nan,1.1072099,3.1597226,nan,nan
1.1038038,3.5778115,nan,nan,1.1038038,-0.92127246,nan,nan,1.1038038,-2.0897844,nan,nan,1.1038038,4.3883224,nan,nan,1.1038038,1.118687,nan,nan,1.1038038,2.451771,nan,nan,1.1038038,-0.81070906,nan,nan,1.1038038,1.6368835,nan,nan,1.1038038,0.04445627,nan,nan,1.1038038,3.0656352,nan,nan
1.1003705,3.5826542,nan,nan,1.1003705,-0.9546025,nan,nan,1.1003705,-2.1015892,nan,nan,1.1003705,4.3929048,nan,nan,1.1003705,1.1160564,nan,nan,1.1003705,2.380444,nan,nan,1.1003705,-0.85492754,nan,nan,1.1003705,1.5717993,nan,nan,1.1003705,0.04592834,nan,nan,1.1003705,2.9314606,nan,nan
1.09691,3.5873313,nan,nan,1.09691,-0.97270536,nan,nan,1.09691,-2.1087816,nan,nan,1.09691,4.397314,nan,nan,1.09691,1.1141925,nan,nan,1.09691,2.3395686,nan,nan,1.09691,-0.8778708,nan,nan,1.09691,1.5128638,nan,nan,1.09691,0.04824362,nan,nan,1.09691,2.8533144,nan,nan
1.0934217,3.5918393,nan,nan,1.0934217,-0.98259574,nan,nan,1.0934217,-2.117942,nan,nan,1.0934217,4.401556,nan,nan,1.0934217,1.1124108,nan,nan,1.0934217,2.3191643,nan,nan,1.0934217,-0.8879367,nan,nan,1.0934217,1.4543486,nan,nan,1.0934217,0.050767537,nan,nan,1.0934217,2.8213425,nan,nan
